"Title","Year","DOI","Link","Abstract"
"Investigation and optimisation of a sidewalk restoration program in human transportation in an ancient sustainable city","2020","10.20858/sjsutst.2020.109.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103653899&doi=10.20858%2fsjsutst.2020.109.6&partnerID=40&md5=4a5687607c5677116631fbeb4d35816e","Sidewalks play a very important role in the dynamism maintenance as well as the development of cities especially historic cities. To ensure the maintaining service quality of sidewalks, the first step is to prevent distress occurrence, thereafter repair the distress that occurred in the sidewalks. In historic cities, the lack of suitable sidewalks for walking led to the gradual elimination of pedestrians. Yazd is a historic city recorded as a world heritage site by UNESCO, which attracts many tourists from all over the world every year. Therefore, preserving the quality of sidewalks in this city is of great importance. In this research, the SCI method was used to investigate the condition of the sidewalks in the studied area. This method is similar to the pavement condition index (PCI) method. The results showed that the condition of sidewalks in the studied area is in the range of 55-70, which is relative. © 2021 Scientific Journal of Silesian University of Technology. Series Transport. All Rights Reserved."
"Planning for sustainable cities by estimating building occupancy with mobile phones","2019","10.1038/s41467-019-11685-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070816648&doi=10.1038%2fs41467-019-11685-w&partnerID=40&md5=f2cdc8f1c7a18a689e388ed5730eedf7","Accurate occupancy is crucial for planning for sustainable buildings. Using massive, passively-collected mobile phone data, we introduce a novel framework to estimate building occupancy at unprecedented scale. We show that, at urban-scale, occupancy differs widely from current estimates based on building types. For commercial buildings, we find typical occupancy rates are 5 times lower than current assumptions imply, while for residential buildings occupancy rates vary widely by neighborhood. Our mobile phone based occupancy estimates are integrated with a state-of-the-art urban building energy model to understand their impact on energy use predictions. Depending on the assumed relationship between occupancy and internal building loads, we find energy consumption which differs by +1% to −15% for residential buildings and by −4% to −21% for commercial buildings, compared to standard methods. This highlights a need for new occupancy-to-load models which can be applied at urban-scale to the diverse set of city building types. © 2019, The Author(s)."
"Is Mar del Plata (Argentina) a sustainable city? An evaluation of the sustainability of urban and peri-urban areas using indicators; [Mar del Plata (Argentina) é uma cidade sustentável? Avaliacąõ da sustentabilidade das áreas urbanas e periurbanas usando indicadores]","2019","10.18472/SustDeb.v10n2.2019.20646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089202347&doi=10.18472%2fSustDeb.v10n2.2019.20646&partnerID=40&md5=5ecb88b19483b7aa11636b0d0d7b9f14","The urbanization process in Latin America has reached unprecedented levels. The need to mitigate its effects and improve cities sustainability has become a pressing challenge. In this context, the assessment of sustainability acquires an increased recognition as a diagnosis tool to advance towards the ecological, social, economic and political objectives of sustainable development. On the basis of previous studies, this paper is intended to comparatively evaluate the urban and environmental sustainability of Mar del Plata city (Argentina) and its peri-urban area. A Sustainability Index (SI) was built. The most favourable SI values were generally found in the urban area, while the most critical ones were identified in the peri-urban area. The incidence of the topics in the SI, reveals differences between the urban and peri-urban areas. The outcome is expected to strengthen policy integration for present and future generations leading to the Sustainable Development Goals at a local scale. © 2019 Universidade de Brasilia. All rights reserved."
"Towards a smart and sustainable city with the involvement of public participation-The case of Wroclaw","2019","10.3390/su11020332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059769039&doi=10.3390%2fsu11020332&partnerID=40&md5=10c435d6b56bd69a32eb7c9b7c3697bd","The purpose of this article is to identify the directions and scope of inclusion of the residents' participation into the concept of city's sustainable development and the smart city concept, taking into account national and international conditions, on the basis of Wroclaw's practices in 1998-2018. Many researchers have emphasized the necessity of including residents' participation in both the smart city concept and the sustainable city development concept, but they do not focus on a coherent linking of these activities during evolution toward a sustainable smart city (SSC). The in-depth case study analysis considered, i.e., three subsequent Wroclaw development strategies (1998-2018) and implementation of the smart city concept in Wroclaw (2015-2018) with particular emphasis on the issue of public participation and sustainable development of the city. The results of study show that in the case of the developments in the activities of smart city and sustainable city development carried out by Wroclaw, it is possible to identify two different approaches to residents' participation in city activities. In Wroclaw, 'residents' participation' in the framework of the sustainable city development activities currently covers all theoretical levels of participation, while within the smart city activities it focuses mainly on the participatory budget and the limited use of ICT. The conducted research indicates that for the implementation of the SSC concept it would be important to integrate these approaches in order to ensure the full range of residents' participation in accordance with theoretical postulates. The conducted analysis therefore covers mostly unexplored area of research, which is important from the point of view of a city's evolution toward becoming a sustainable smart city. The conclusions from the research are also an empirical contribution to the analysis of the changes of cities towards SSC and indicate the need for further, extended research on the undertaken problem. © 2019 by the authors."
"The Tianjin Eco-City model in the academic literature on urban sustainability","2019","10.1016/j.jclepro.2018.12.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059635359&doi=10.1016%2fj.jclepro.2018.12.018&partnerID=40&md5=7f36acd05905ceb6677ecb618a15cf20","Recent intensive eco-city development in China has been accompanied by rising enthusiasm for environmental sustainability indicators. Whilst there are calls for the indicators to be standardised, and criticism of the difficulties in applying them, little effort has been made to understand their scientific rationale. This article employs a comprehensive bibliometric analysis to investigate the use of environmental indicators from the Tianjin Eco-City Key Performance Indicators by the international scientific community working on urban sustainability. The findings draw a clear picture of the place of Tianjin Eco-City's indicators in the international scientific literature. China's ecological problems are found to attract interest not only from domestic researchers but also researchers outside the country. The indicators are used not only for urban planning and management but also for a wide range of urban-related and non-urban-related purposes. The scientific rationale of the eleven indicators is specifically addressed, revealing a number of underlying questions about the Tianjin Eco-City indicators. © 2018 Elsevier Ltd"
"Real-time decision-making in the information technology-driven economy: Planning, managing, and operating smart sustainable cities","2020","10.22381/GHIR12120206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087362314&doi=10.22381%2fGHIR12120206&partnerID=40&md5=c8fa868888bb459de5200ea07b15202f","Employing recent research results covering real-time decision-making in the information technology-driven economy, and building our argument by drawing on data collected from KPMG, McKinsey, and Osborne Clarke, we performed analyses and made estimates regarding planning, managing, and operating smart sustainable cities. Structural equation modeling was used to analyze the collected data. © 2020, Addleton Academic Publishers. All rights reserved."
"A twofold sink-based data collection in wireless sensor network for sustainable cities","2019","10.1016/j.scs.2018.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057020334&doi=10.1016%2fj.scs.2018.11.008&partnerID=40&md5=2c4daea480ee7e26710a12d7e27ab3f3","The recent advancement in wireless MCUs, MEMS and integrated internet of things has made it possible to develop the challenging applications such as monitoring of chemical gas, forest fire, and floods (continuous objects). The continuous object tracking in WSNs, is a challenging task due to characteristic nature of continuous objects. They can appear randomly, move continuously, and can change in size and shape. Monitoring such objects require tremendous amount of messaging between sensor nodes to synergistically estimate object's movement and track its location. In this paper, we propose a twofold-sink mechanism, comprising of a mobile and a static sink node. Both sink nodes gather information about boundary sensor nodes, which is then used to uniformly distribute energy consumption across all network nodes, thus helping in saving residual energy of network nodes. We develop a mechanism, transformed from K-means algorithm, to find the best sensing location of the mobile sink node. It helps to reduce transmission load on the intermediate network nodes situated between the static sink node and the ordinary network sensing nodes. The simulation results show that the proposed scheme can distinctly improve lifetime of the network, compared to the one-sink protocol employed in continuous object tracking. © 2018 Elsevier Ltd"
"Paradox of the meta-principles for sustainable cities in the morphology and configuration of the city of Lisbon, Portugal in the 20th century","2020","10.2495/SDP200061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102862548&doi=10.2495%2fSDP200061&partnerID=40&md5=570ec84d3d00b918bf27adf9c80c5154","Over the past few decades, we have lived a world transformation. Not just due to the population growth and high consumption of energy, but also the fast economic growth and the technology revolution. The rapid change of the world also originates from a sustainable conscience. Sustainability has become a need and a target to control, in a healthy way, the rapid urban sprawl and the subsequent exacerbation of social, environmental, and economic problems. However, many of these definitions suggest a range of contradictions, implying the achievement of sustainability. The city often revitalized through its history and constant development. It is essential to understand the morphology and configuration of the city, correctly apply the principles of sustainable development, and create conversions and brownfield developments to new construction opportunities. This paper aims to adjust the use of sustainability as a terminology in the field of sustainable urban development and compare them to the actual morphology and composition of the cities and their development models. © 2020 WIT Press."
"Towards smart sustainable cities: A review of the role digital citizen participation could play in advancing social sustainability","2019","10.1016/j.scs.2019.101627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067189473&doi=10.1016%2fj.scs.2019.101627&partnerID=40&md5=38def39f95c2821a260ce9384a077438","The notion of smart cities needs to be broadened beyond the fascination with technology to incorporate an approach that invests in the growth of human, social, and environmental capitals to generate ‘smart sustainable cities’. One of the most recent debates in this context is digital citizen participation. This study aimed to identify the potential role of Information and Communications Technology (ICT) in citizen participation as a major contributor towards ‘smart sustainable cities’. A systematic and exhaustive literature review, coupled with critical content analysis, was conducted. The focus was on a central research question: What kind of relationship is fostered in the literature between sustainability and digital citizen participation, and how can ICT contribute to social sustainability through digital citizen participation (DCP)? The results suggested a connection between smart sustainable cities and DCP. This article is concluded by emphasizing the role of ICT in citizen participation processes and its significant contribution to social sustainability and the creation of more-than-human smart cities. © 2019 Elsevier Ltd"
"Addressing the covid-19 crisis by harnessing internet of things sensors and machine learning algorithms in data-driven smart sustainable cities","2020","10.22381/GHIR12220209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094575873&doi=10.22381%2fGHIR12220209&partnerID=40&md5=dc01c92d95172aef2b931a025e88ded1","This paper analyzes the outcomes of an exploratory review of the current research on data-driven smart sustainable cities. The data used for this study was obtained and replicated from previous research conducted by Capgemini, ICMA, KPMG, UNESCAP, UNHSP, SCC, The University of Adelaide, and The World Bank. We performed analyses and made estimates regarding Internet of Things sensors and machine learning algorithms. Data collected from 5,200 respondents are tested against the research model by using structural equation modeling. © 2020, Addleton Academic Publishers. All rights reserved."
"Adherence to urban agriculture in order to reach sustainable cities; a bwm–waspas approach","2019","10.3390/smartcities2010003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074699832&doi=10.3390%2fsmartcities2010003&partnerID=40&md5=16855c2e6584742c6cd776c1e2c42a4a","Today, the uncontrolled urban expansion and ever-increasing rise of construction have caused the need for food, urban greenery, and a healthy environment to be felt more than any other time. On the other hand, population growth and the reduced production of agricultural products and food have jeopardized food security in urban areas, which will endanger the sustainable development of cities. However, the main problem, in which many societies are involved, is how to respond to these needs in a sustainable way. One of the ways of responding to these dilemmas in large cities is the purposeful implementation of urban agriculture. Urban agriculture development, as an important issue, requires the adoption of fundamental and logical policies. In this regard, this research was conducted to evaluate the extent of adherence to urban agriculture in Iran’s eight densely populated cities using a new combined approach of the best–worst method (BWM) and weighted aggregated sum product assessment (WASPAS). The results indicated that urban agriculture still has a long way to go and should be considered more seriously. Moreover, vertical farming has been suggested as one of the ways of promoting urban agriculture in the country and smoothing the way to sustainable development. © 2019 by the author. Licensee MDPI, Basel, Switzerland."
"A methodology for buildings access to solar radiation in sustainable cities","2019","10.3390/su11236596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076496870&doi=10.3390%2fsu11236596&partnerID=40&md5=e535e4221e1daddc2e9f0adc88962e10","The growing need to improve the environmental and energy sustainability of buildings involves the use of solar radiation incident on their surfaces. However, in cities, this task is complicated due to the constructive geometry that leads to shading between buildings. In this context, this work presents a study of solar access to the facades of buildings in cities. The methodology is based on the determination of the incident annual solar radiation in 121 significant points of each facade considering the twelve representative days of the year. To characterize the influence of the dierent city typologies on solar access, the urban solar coecient is proposed. A study of two neighborhoods in Cordoba (Spain) with dierent urban settings have been analyzed. Specifically, two typologies of neighborhoods have been compared: one with ""L-shaped"" and ""U-shaped blocks"" and another with ""Grouped blocks"". For both of them, the Urban Solar Coecient has been calculated, obtaining a higher mean value for the neighborhood with ""L-shaped"" and ""U-shaped blocks"" (0.317) than for the one with ""Grouped blocks"" (0.260). Accordingly, the results show that urban morphology can influence the Urban Solar Coecient and solar access. Finally, a regression model for each neighborhood has been obtained in order to determine the dependence of the Urban Solar Coecient on neighborhood geometry factors. © 2019 by the authors. Licensee MDPI, Basel, Switzerland."
"The quest for the sustainable city","2019","10.1073/pnas.1912802116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071401724&doi=10.1073%2fpnas.1912802116&partnerID=40&md5=c2270b6f3b799b84ad877cce4d088772","[No abstract available]"
"Opportunities and Challenges of Embracing Green City Principles in Saudi Arabia Future Cities","2019","10.1109/ACCESS.2019.2959026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077213242&doi=10.1109%2fACCESS.2019.2959026&partnerID=40&md5=5e4116e174012c2c9734f14685598997","In the modern era, population and economic growth have accelerated urban sprawl in Saudi Arabia. This has placed tremendous pressure on the country's natural resources, including water, energy, and raw materials. Hence, the conventional means of expanding the built environment is no longer appropriate, as it has been found to be one of major causes of climate change and global warming. In the early 1970s, the principles of sustainable development emerged in developed countries, in order to remedy this global issue. During this period, Saudi Arabia experienced dramatic development in all of its industries, but the principles of sustainable development were, to a large degree, overlooked. However, there is now an ambitious Vision 2030 for Saudi Arabia, one of the purposes of which is to promote greater sustainability in the country. This study seeks to assist decision makers to identify the challenges and opportunities of the current Saudi practices of city design, and their related operational aspects, and to enable the adoption of effective measures for implementing sustainable development principles. Employing an ethnographic research methodology, the fieldwork concerned includes a public perception survey, followed by a site inspection, in order to develop an insider's view of the current level of sustainable practice in the city of Najran. A public survey is distributed to well-informed citizens, with the goal of obtaining their insights, and to assess their willingness to embrace green city practices. This is followed by a site inspection visit that seeks to obtain in-depth information regarding site design and operational practices. A checklist of sustainable criteria is adapted from well-known systems. The major outcomes of the study reveal that many challenges are encountered the application of green city principles. The paper offers effective approaches and strategic actions for overcoming these challenges. © 2019 IEEE."
"Urban planning historical review of master plans and the way towards a sustainable city: Dar es Salaam, Tanzania","2019","10.1016/j.foar.2019.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065762480&doi=10.1016%2fj.foar.2019.01.008&partnerID=40&md5=e45a74310bb614c1efa7fde6929b10ed","Urban planning in Tanzania has focused mainly on economic development. The Tanzanian government prioritizes large-scale modern projects to increase national income and propel world-class urban settlements. Dar es Salaam, Tanzania׳s largest city and main commercial center has experienced remarkable urban development. Unfortunately, its growth has not been consistent with the master plans, which also overlook sustainable urban development aspects. The high urbanization rate has exacerbated the degradation of the city׳s environment, including roadside air quality, solid waste, and water quality. The city׳s ongoing environmental dilapidation has led to a call for a sustainable urbanization to curb past urbanization problems and implement a sustainable future. This work reviews Dar es Salaam׳s available planning documents and examines how master plans can stimulate sustainable urban development. Findings suggest that master plans should not be used as a mere urban growth control tool. Master plans that are designed and conceptualized as a comprehensive strategy and integrated with different aspects of urban development can play a key role in enforcing sustainable urban development for the city. © 2019 Higher Education Press Limited Company"
"Passive Low Energy Consumption Building Cost Control Method in Coastal Green Cities","2019","10.2112/SI93-046.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072663059&doi=10.2112%2fSI93-046.1&partnerID=40&md5=5656c1608e8ad267dba52023297f5e9e","Li, M., 2019. Passive low energy consumption building cost control method in coastal green cities. In: In: Guido-Aldana, P.A. and Mulahasan, S. (eds.), Advances in Water Resources and Exploration. Journal of Coastal Research, Special Issue No. 93, pp. 348-353. Coconut Creek (Florida), ISSN 0749-0208. The relationship model between construction cost and benefit of passive low energy consumption building in coastal green city is studied, which provides a reference for the replacement and maintenance of passive low energy consumption building in coastal green city. A construction cost control model of passive low energy consumption buildings in coastal green cities based on adaptive equilibrium control is proposed. There are three kinds of passive low energy consumption building construction strategy models in coastal green cities, which are conventional construction model, preventive construction model based on game equilibrium control and life cycle maximization prediction model based on passive low energy consumption design, on the basis of which the construction cost of passive low energy consumption building in coastal green city is predicted. The adaptive equilibrium control method is used to construct the mathematical model of construction cost control. The simulation results show that the model can make the construction cost and output capacity of passive low energy consumption building in coastal green city maintain a reasonable economic and applicable proportion relationship, reduce the construction cost of passive low energy consumption building in coastal green city, improve the construction cost capacity of passive low energy consumption building in coastal green city, and the economic benefit is considerable. © Coastal Education and Research Foundation, Inc. 2019."
"Green cities? Urbanization, trade, and the environment","2019","10.1111/jors.12423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060134359&doi=10.1111%2fjors.12423&partnerID=40&md5=bf82157b10fc8040a0b77b2a66f181ff","Is urbanization good for the environment? This paper establishes a simple core–periphery model with monocentric cities, which comprises key forces that shape the structure and interrelation of cities to study the impact of the urban evolution on the environment. We focus on global warming and the potential of unfettered market forces to economize on emissions. The model parameters are chosen to match the dichotomy between average “large” and “small” cities in the urban geography of the United States, and the sectoral greenhouse gas emissions recorded for the United States. Based on numerical analyzes we find that a forced switch to a system with equally sized cities reduces total emissions. Second, any city driver which pronounces the asymmetry between the core and the periphery drives up emissions in the total city system, too, and the endogenous adjustment of the urban system accounts for the bulk of the change in emissions. Third, none of the city drivers gives rise to an urban environmental Kuznets curve according to our numerical simulations. Finally, the welfare-maximizing allocation tends to involve dispersion of cities and the more so the higher is the marginal damage from pollution. © 2018 Wiley Periodicals, Inc."
"Sharing the economy in tourism and sustainable city development in the light of agenda 2030","2019","10.3390/economies7040109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075479742&doi=10.3390%2feconomies7040109&partnerID=40&md5=a95427fa992456abe9a8b2b2aeab29e6","The dynamic development of the sharing economy is clearly seen in particular, in the area of tourism in large cities. There is, therefore, an increasingly urgent need to study its impact on the functioning of cities, especially when they implement a sustainable development policy. Therefore, the need to study its impact on cities’ performances is more and more urgent, particularly, when they implement a sustainable development policy. This study discussed the influence of a sharing economy in tourism on city sustainability from the perspective of the Agenda 2030 goals. The main objective of the paper was achieved, thanks to in-depth analysis of the content of secondary sources. Results of the analysis were subjected to the synthesis process, using the tabular method. In Agenda 2030, when diagnosing the importance of this issue, one of 17 goals, i.e., goal 11, and 10 tasks within it, were devoted to the sustainable development of cities. The results of this study showed that sharing economy in tourism has an impact on the implementation of seven of them, but the direction of the impact is diversified. The domination of positive sharing economy (SE) effects was observed in the following areas: providing access to safe, affordable, accessible and sustainable transport systems for all (Target 11.2) and upgrading slums (Target 11.1), while the negative effects were noticed particularly clearly in implementing Targets 11.6 (reducing the adverse per capita environmental impact of cities) and 11.7 (providing universal access to safe, inclusive and accessible, green and public spaces). © 2019 by the authors."
"SEA, Urban Plans and Solid Waste Management in Kenya: Participation and Learning for Sustainable Cities","2019","10.1142/S1464333219500182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074954664&doi=10.1142%2fS1464333219500182&partnerID=40&md5=335130d30e7476500025af7805354e0b","This paper examines the role of participation and learning in Kenyan strategic environmental assessments (SEAs) of urban plans that include a solid waste management (SWM) component. Two SEA cases were studied using 40 semi-structured interviews and two focus groups. Data are analysed qualitatively employing NVivo software. Participation is assessed using ideal conditions of learning derived from Transformative Learning Theory, and operationalised for this study. Strengths of SEA participation are freedom from coercion and equal opportunity to participate. Notable weaknesses include inaccessibility of SEA documents, inadequate participant funding, and lack of feedback and transparency about the SEA findings. Participants exhibited numerous learning outcomes and associated social actions on urban SWM including waste sorting, recycling and composting (instrumental learning), sharing values and community collaborations on cleanup and recycling (communicative learning), and altering conventional viewpoints from 'waste for disposal' to 'waste as a resource' (transformative learning), including for livelihood opportunities. © 2019 The Author(s)."
"External condition to eco-behaviours in Melaka Green city","2020","10.21837/pm.v18i14.840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096917548&doi=10.21837%2fpm.v18i14.840&partnerID=40&md5=4b8529b3d142ab9fc84b147b0be34250","External Condition [EC] to eco-behaviours relates to the macro context of a person representing the person’s façade towards his context. EC manifests in the perception and attitude towards surrounding circumstances such as the accessibility to conducive natural surroundings, encouragement to pro-environmental behaviours, convenience to be environmentally responsible and favourable law enforcement. Issue: 10 years has passed since the Green City Action Plan [MGCAP] and Sustainable Urban Development Framework [SUDF] were introduced. The Melaka EC to eco-behaviours needs to be assessed to determine the impact of the MGCAP and SUDF to EC of eco-behaviours. Purpose: This paper aims to compare the EC of Melaka residents to residents of other states in Malaysia. Approach: One-Way MANOVA was generated to determine the mean distribution of 10 EC items, across Malaysia States. Findings: There were significant differences within subjects of the 10 EC items between-subjects of Malaysia States. The Post-Hoc Test indicated almost all of the means of EC items for Melaka were higher than other states. The MGCAP and the SUDF shows a positive impact on the EC to a sustainable community. © 2020 Malaysian Institute Of Planners. All rights reserved."
"Environmental behaviours in the model green city of Melaka","2020","10.21837/pm.v18i14.839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096911328&doi=10.21837%2fpm.v18i14.839&partnerID=40&md5=854c96c847701667f4c24df147d57b42","Environmental Behaviour [EB] manifests in a person’s ability to contribute in his context. It houses behaviours such as engaging with the surrounding, executing roles or tasks, proving skills and aptitude and behaving responsibly. Issue: The past 10 years since the Green City Action Plan [MGCAP] was announced warrant for an appraisal of Melaka residents EB to determine the magnitude to which the citizen have participated towards modelling Melaka as Green City. Purpose: This paper aims to compare the EB of Melaka residents to residents of other states in Malaysia. Approach: One-Way MANOVA was generated to determine the mean distribution of 10 EB items, across Malaysia States. Findings: There were significant differences within subjects of the 10 EB items between-subjects of Malaysia States. The Post-Hoc Test indicated relatively half of the means of EB items for Melaka were higher than other states while the remaining half revealed lower means. In comparison to other states, Melaka has low practices of eco-behaviours specifically relating to energy saving, recycling and waste handling as well as environmental purchasing. © 2020 Malaysian Institute Of Planners. All rights reserved."
"Green transportations systems – a step towards sustainable cities","2019","10.35940/ijrte.B1174.0782S319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071254180&doi=10.35940%2fijrte.B1174.0782S319&partnerID=40&md5=5c5bed829bc05ae13763e866528262ad","According to the census 2011, Indian is the second most populated country with population of over 1.21 billion people. In the last decade (from 2001-2011) the acceleration in urbanisation level has increased from 27.81% to 31.16%. According to some documents by the United Nations and the International Energy Agency, India will probably witness the largest increase in urban population in the next four decades followed by China. With the rapid urbanisation and increased income levels, the mobility of people and freight will become even more critical. The quality of the mobility is a key factor in determining the quality of life in any city or town. Many factors such as inadequate public transportation, high fare, no last mile connectivity, poor city bus services etc. contribute to the people choosing personalised mode of transportation over public transportation. There is a dire need to encourage cities to adopt sustainable transportation systems. This paper attempts to understand the challenges and needs of developing sustainable transportation system in Indian cities. The paper examines the case of three mega cities Copenhagen, Tokyo and New York and explores the efforts taken by these cities for making cities more sustainable through green transportation systems. The aim of the paper is to chalk out the possible strategies for green transportation systems which could be followed in Indian cities to make cities more sustainable. © BEIESP."
"Posthuman policies for creative, smart, eco-cities? Case studies from China","2019","10.1177/0308518X18765481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045838820&doi=10.1177%2f0308518X18765481&partnerID=40&md5=4398334b684b16acfac2ddca75e029a4","Policies promoting creative, smart, sustainable cities continue to dominate global urban policy scripts. This article explores how posthuman assumptions embedded in such scripts render the socially embodied human invisible and analyzes cases of their rationalization and enactment within China. The article concludes that understandings of creativity in Chinese urban aesthetics expose premises of globally promoted urban policy scripts more transparently than those informed by European aesthetic traditions. The Chinese city is understood to manifest the creative obsessions of humans rather than to actualize a transcendent, idealized vision separate from that of its human creators. This resembles Guy Debord’s idea that what we see in the world—how the world is architected—is a materialization of triumphant ideologies. The contemporary Chinese city, incentivized by the entrepreneurial state, makes visible Debord’s globally dominant “integrated spectacular.” Once creativity and intelligence are rationalized, the autonomous “creative,” “smart,” “eco” city is branded in a global supply chain of city production. Consequently, the posthuman city need not account for the conditions under which embodied humans are actually inspired to create and adequately compensated for their creations. Rather than attributing the failure of posthuman policies in Chinese cities to Chinese exceptionalism, these cases expose universal fault lines in the policies themselves. © The Author(s) 2018."
"Generating a vision for smart sustainable cities of the future: a scholarly backcasting approach","2019","10.1186/s40309-019-0157-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071551371&doi=10.1186%2fs40309-019-0157-0&partnerID=40&md5=09d18f47c868d1ad0543b64983da6b0d","Sustainable cities have been the leading global paradigm of urbanism. Undoubtedly, sustainable development has, since its widespread diffusion in the early 1990s, positively influenced city planning and development. This pertains to the immense opportunities that have been explored and the enormous benefits that have been realized in relation to sustainable urban forms, especially compact cities and eco-cities. However, such forms are still associated with a number of problems, issues, and challenges. This mainly involves the question of how they should be monitored, understood, analyzed, and planned to improve, advance, and maintain their contribution to sustainability and thus to overcome the kind of wicked problems, unsettled issues, and complex challenges they embody. This in turn brings us to the current question related to the weak connection between and the extreme fragmentation of sustainable cities and smart cities as approaches and landscapes, respectively, despite the proven role of advanced ICT, coupled with the untapped potential of big data technology and its novel applications, in supporting sustainable cities as to enhancing and optimizing their performance under what is labeled “smart sustainable cities.” In this respect, there has recently been a conscious push for sustainable cities to become smart and thus more sustainable by particularly embracing what big data technology and its novel applications has to offer in the hopes of reaching the optimal level of sustainability. In the meantime, we are in the midst of an expansion of time horizons in city planning and development. In this context, sustainable cities across the globe have adopted ambitious smart goals that extend far into the future. Essentially, there are multiple visions of, and pathways to achieving, smart sustainable cities based on how they can be conceptualized and operationalized. The aim of this paper is to generate a vision for smart sustainable cities of the future by answering the 6 guiding questions for step 3 of the futures study being conducted. This study aims to analyze, investigate, and develop a novel model for smart sustainable cities of the future using backcasting as a scholarly approach. It involves a series of papers of which this paper is the second one, following the earlier papers with steps 1 and 2. Visionary images of a long-term future can stimulate an accelerated movement towards achieving the long-term goals of sustainability. The proposed model is believed to be the first of its kind and thus has not been, to the best of one’s knowledge, produced, nor is it being currently investigated, elsewhere. © 2019, The Author(s)."
"Urban landscape pattern and ecological environment characteristics based on the concept of green city development","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096597397&partnerID=40&md5=6db62a4aa5b72d633de074b37a7dc649","The rapid urbanisation process not only improves the living standard of the urban resi-dents, but also changes the original urban landscape and destroys the ecological environment of the city along with the rapid expansion of the urban land use scale, which greatly restricts the green sustainable development of cities. It is of great significance to analyse the urban landscape pattern and ecological environment characteristics so as to improve the regional ecological environment and construct the urban landscape security pattern. With Shanghai as the research object, this study involves the urban land use/land cover changes and uses remote sensing technology, GIS technology, landscape pattern analysis and other methods to make the comprehensive analysis and evaluation of the urban landscape pattern and its impact on the urban ecological environment in Shanghai. The results show that with the acceleration of urbanisation, the degree of urban landscape fragmentation is aggravated, and the landscape segmentation is obvious and more complex, which seriously affects air environment and water environment. According to the analysis results, some suggestions are put forward to construct the landscape safety ecological pattern in Shanghai from the view of green city development concept. This study provides scientific basis and reference examples for the construction of rational urban landscape planning and the realisation of harmonious development of urban and ecological environment. © 2020, Scibulcom Ltd.. All rights reserved."
"Key aspects of building retrofitting: Strategizing sustainable cities","2019","10.1016/j.jenvman.2019.07.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069707445&doi=10.1016%2fj.jenvman.2019.07.018&partnerID=40&md5=466c53418c23af6aeb22271f3ab4e907","Many cities are making efforts to develop an urban transformation strategy in order to transition from traditional cities to sustainable ones. Improving the energy efﬁciency of buildings, especially existing ones, is key to combating climate change. This paper uses a business perspective to analyze and compare three major retrofitting interventions under implementation in three different European cities, Nantes, Hamburg and Helsinki, to capture the principal needs and challenges and to identify governance recommendations for local authorities on building retrofitting replication and scale-up strategies. The authors analyze the municipal business models of residential building retrofitting interventions, which are very different from those of private companies, through two innovative business tools: the Value Creation Ecosystem (VCE) and the City Model Canvas (CMC). Sustainable development in terms of social inclusion, environmental protection and financial viability is the principal axis of the study. The bottleneck for residential building retrofitting is owner engagement, due to the high up-front cost. The analysis of the three cities' business models has shown interesting ideas for promoting this type of interventions. The development of a costumer customer interface lead by the municipality; the offering of funding schemes, the promotion of risk-sharing schemes and guaranteed saving, through the implementation of EPC, and the owners' involvement in co-creation strategies using 4 P approaches could all help city governments to increase the ratio of owners willing to participate. These results and the discussion will help public managers to prepare their cities’ strategies in terms of business models when they try to implement building retrofitting projects. © 2019 The Authors"
